Fecha,Área,Necesidad_Personal,Proyectos_Activos,Rotacion_Empleados,Ausentismo,Horas_Extras,Clima_Laboral
2020-09-01,Operaciones,17,4,6.05,14.1,3.34,8.5
2020-08-01,Finanzas,13,12,3.09,5.14,3.25,5.9
2021-09-01,Recursos Humanos,16,14,7.8,14.07,8.12,7.3
2021-12-01,Finanzas,33,8,1.15,6.13,1.39,6.9
2021-09-01,IT,28,10,4.39,11.99,4.12,6.3
2018-10-01,IT,11,1,1.24,3.74,2.14,4.6
2023-05-01,Marketing,29,11,6.0,6.18,1.09,8.3
2019-06-01,Recursos Humanos,17,9,6.94,6.52,2.89,4.3
2019-07-01,Finanzas,20,6,5.9,4.34,7.84,6.1
2022-06-01,Operaciones,26,3,8.83,4.03,9.07,5.3
2020-06-01,IT,31,8,3.11,1.71,5.3,5.9
2018-11-01,IT,8,11,5.32,12.42,5.56,4.0
2020-03-01,Recursos Humanos,22,13,6.47,6.7,0.83,6.9
2021-09-01,Recursos Humanos,30,1,2.18,12.48,6.06,6.0
2019-03-01,Marketing,32,13,4.64,10.27,8.22,7.1
2018-02-01,Recursos Humanos,19,5,2.03,8.43,6.0,5.6
2021-06-01,Recursos Humanos,25,14,3.16,3.85,5.41,4.8
2020-08-01,Operaciones,36,4,5.06,10.58,8.79,6.8
2019-09-01,Marketing,13,9,5.21,14.9,8.67,7.7
2018-04-01,Recursos Humanos,21,1,5.54,2.28,4.56,4.0
2022-04-01,Marketing,40,10,1.4,11.6,7.37,5.3
2020-01-01,Marketing,9,3,5.62,13.15,8.6,9.0
2021-06-01,Operaciones,27,14,1.57,9.56,1.29,4.9
2019-04-01,Recursos Humanos,21,3,1.76,7.3,5.3,9.5
2022-02-01,Recursos Humanos,19,11,3.56,5.16,6.74,6.7
2019-01-01,Recursos Humanos,37,1,3.95,14.96,1.95,7.6
2020-01-01,Recursos Humanos,42,13,3.03,1.66,4.61,4.8
2018-01-01,Recursos Humanos,17,6,6.26,6.9,8.88,8.7
2020-10-01,Marketing,17,10,7.42,14.33,8.48,9.9
2022-10-01,Marketing,39,8,9.43,7.99,1.56,5.0
2020-11-01,IT,18,11,5.34,0.22,0.87,6.6
2022-07-01,Operaciones,21,13,0.29,1.54,4.43,4.0
2020-08-01,Recursos Humanos,11,8,8.69,8.0,0.43,8.1
2020-03-01,IT,18,6,0.84,11.83,7.66,6.6
2022-05-01,Recursos Humanos,32,8,4.59,10.75,1.51,4.0
2023-01-01,Finanzas,29,10,1.93,9.54,3.96,8.1
2020-11-01,Recursos Humanos,12,6,2.49,6.08,8.13,9.3
2019-01-01,Operaciones,15,8,9.46,8.18,6.5,4.8
2019-09-01,IT,21,9,0.56,9.4,6.67,6.5
2020-02-01,Recursos Humanos,23,9,7.53,14.61,6.53,6.7
2023-08-01,Recursos Humanos,40,3,3.34,12.63,1.08,9.4
2021-07-01,Recursos Humanos,36,10,4.41,12.88,3.14,9.3
2019-11-01,Operaciones,14,2,1.32,0.79,6.91,6.5
2020-10-01,Operaciones,32,2,1.08,13.34,7.64,4.2
2021-05-01,Operaciones,24,1,8.32,11.16,1.75,4.3
2018-06-01,IT,28,11,5.27,14.36,4.77,9.3
2022-10-01,Operaciones,33,11,7.9,1.99,4.26,4.1
2019-09-01,Operaciones,34,13,0.61,3.57,6.78,7.9
2020-07-01,IT,21,6,0.36,9.91,5.43,9.1
2020-05-01,Recursos Humanos,16,3,9.63,0.81,7.66,9.0
2023-04-01,IT,29,10,5.09,3.4,9.15,6.6
2020-08-01,Operaciones,35,10,9.71,7.29,5.97,4.1
2021-04-01,IT,28,11,3.52,7.52,5.42,5.1
2019-11-01,Finanzas,12,6,6.57,8.81,1.65,8.5
2019-03-01,Operaciones,24,1,7.62,3.64,8.52,9.3
2020-05-01,Recursos Humanos,24,3,5.29,8.08,7.81,7.8
2020-09-01,Finanzas,29,13,7.07,3.79,9.91,4.9
2022-08-01,Finanzas,26,10,1.02,5.47,6.4,9.5
2018-03-01,IT,34,4,2.42,10.58,9.47,8.0
2018-10-01,Recursos Humanos,18,4,9.76,7.29,9.7,5.0
2022-03-01,Recursos Humanos,21,2,1.9,0.78,6.56,6.6
2018-07-01,Finanzas,20,11,3.85,3.83,0.72,5.8
2019-09-01,Operaciones,28,7,7.63,2.06,4.29,8.5
2020-09-01,Marketing,29,8,7.7,3.88,0.83,8.6
2022-10-01,Marketing,17,12,3.59,5.82,7.23,4.2
2019-10-01,IT,24,9,7.2,0.95,7.76,8.8
2020-12-01,Recursos Humanos,17,8,9.05,13.48,2.54,6.7
2018-10-01,Recursos Humanos,19,8,6.2,14.71,7.42,6.3
2022-06-01,Marketing,38,2,8.48,0.97,3.9,5.5
2018-01-01,Recursos Humanos,19,12,5.44,13.86,3.81,8.0
2018-12-01,Operaciones,41,5,9.16,4.61,7.11,6.8
2018-06-01,Recursos Humanos,20,7,1.61,3.41,9.46,5.0
2023-07-01,Marketing,34,1,8.69,14.63,2.26,6.0
2023-02-01,Operaciones,29,4,6.11,2.08,2.45,7.7
2022-06-01,IT,40,3,4.81,2.99,9.23,9.5
2020-01-01,Operaciones,23,7,5.08,9.11,8.15,4.7
2020-04-01,IT,37,2,0.55,14.41,4.65,7.2
2020-01-01,Operaciones,25,9,3.2,4.95,4.8,9.6
2022-02-01,Marketing,38,3,3.29,0.94,9.51,9.0
2018-03-01,Operaciones,18,9,4.38,12.0,9.65,9.0
2020-09-01,Operaciones,19,10,7.68,3.74,0.27,4.8
2022-10-01,Finanzas,24,2,5.69,3.94,7.61,9.9
2022-06-01,Recursos Humanos,18,5,1.58,9.77,3.12,5.2
2023-04-01,IT,30,10,3.58,3.55,1.97,5.4
2018-10-01,Finanzas,20,2,8.81,6.97,4.09,7.7
2023-11-01,Marketing,47,5,3.92,5.21,4.02,7.3
2023-07-01,Finanzas,42,3,1.06,13.93,6.26,6.0
2019-08-01,IT,19,8,6.34,3.3,4.77,4.2
2019-02-01,Recursos Humanos,23,12,3.65,5.38,6.85,9.6
2018-05-01,IT,24,12,7.35,2.27,4.68,5.7
2019-06-01,Marketing,26,5,8.78,8.05,6.63,9.8
2020-07-01,Finanzas,30,10,2.59,12.02,4.42,4.9
2018-07-01,Marketing,10,13,2.55,14.92,3.63,5.8
2021-11-01,Recursos Humanos,24,6,9.4,11.52,2.81,9.8
2022-01-01,IT,27,11,8.63,9.31,8.13,6.7
2020-08-01,Finanzas,20,10,9.87,13.78,2.26,5.9
2022-11-01,Operaciones,27,11,2.93,11.13,3.5,4.9
2021-09-01,Operaciones,18,1,3.96,5.86,6.57,6.1
2020-10-01,Marketing,29,8,7.71,11.5,4.52,4.1
2021-07-01,Finanzas,21,10,9.29,14.39,6.19,4.7
2019-03-01,Operaciones,18,9,8.26,3.41,0.23,8.7
2019-05-01,Marketing,24,10,8.56,13.62,0.78,5.5
2019-06-01,Operaciones,28,4,5.8,14.35,6.98,9.9
2022-08-01,Marketing,23,8,1.25,5.6,0.58,4.1
2019-11-01,Marketing,39,5,7.14,8.11,7.7,9.9
2022-12-01,Operaciones,40,7,5.36,3.79,0.14,6.1
2019-03-01,Operaciones,32,10,7.25,8.11,6.46,5.6
2021-10-01,IT,37,6,8.22,3.05,1.89,7.9
2022-04-01,Operaciones,19,3,3.04,3.93,1.56,9.0
2023-11-01,Finanzas,32,3,9.4,14.4,7.09,4.9
2022-06-01,Recursos Humanos,30,4,1.12,1.64,3.16,10.0
2019-12-01,Recursos Humanos,7,4,0.48,2.98,1.24,6.3
2022-03-01,Marketing,16,12,8.04,6.35,9.01,4.0
2023-03-01,IT,18,3,7.53,5.75,3.53,9.2
2022-03-01,Marketing,31,5,9.95,9.68,4.28,4.2
2022-07-01,Operaciones,23,2,0.51,10.71,0.5,7.7
2021-04-01,Operaciones,19,6,3.19,12.44,3.05,6.2
2018-05-01,IT,25,7,5.79,2.3,0.68,10.0
2022-01-01,Operaciones,33,4,2.87,4.92,4.42,8.6
2023-06-01,Recursos Humanos,28,14,6.12,8.47,8.66,4.1
2022-03-01,IT,22,11,5.58,2.26,8.0,7.2
2023-12-01,Operaciones,42,6,2.97,10.88,8.51,7.5
2018-02-01,Recursos Humanos,12,7,3.25,11.21,4.94,4.3
2018-07-01,Recursos Humanos,30,13,8.86,2.78,5.26,9.1
2020-01-01,Finanzas,32,7,9.91,7.72,9.52,9.4
2018-01-01,Marketing,10,3,9.15,9.99,4.55,8.3
2019-05-01,Recursos Humanos,19,6,0.34,7.78,7.03,6.5
2018-03-01,Marketing,29,11,2.94,8.1,8.02,9.7
2019-09-01,Finanzas,18,7,0.55,10.86,8.01,9.8
2023-09-01,Finanzas,35,10,9.17,9.92,8.72,8.7
2019-09-01,Finanzas,23,2,0.13,10.28,7.81,9.7
2020-07-01,Recursos Humanos,19,5,8.89,13.63,0.3,6.6
2021-11-01,Marketing,33,12,8.79,10.03,5.97,9.4
2020-02-01,Recursos Humanos,21,5,4.51,3.45,5.43,5.7
2023-09-01,Recursos Humanos,41,2,4.78,8.47,3.44,9.9
2023-01-01,IT,39,5,7.48,8.32,1.93,6.4
2020-09-01,Marketing,13,13,6.36,14.37,9.66,4.8
2022-11-01,Operaciones,32,11,4.4,14.51,8.16,8.7
2023-03-01,Operaciones,24,12,9.68,9.75,4.97,4.4
2023-09-01,Recursos Humanos,34,9,8.12,8.48,7.09,5.3
2018-07-01,Finanzas,25,11,0.71,10.92,6.8,9.9
2023-11-01,Marketing,42,3,4.88,7.24,8.98,6.8
2021-01-01,Recursos Humanos,45,14,3.4,1.61,5.77,5.4
2020-04-01,Operaciones,30,5,9.66,0.97,4.85,7.4
2019-06-01,Marketing,18,3,3.86,6.48,7.28,6.8
2018-08-01,Recursos Humanos,27,10,4.05,3.89,6.48,8.1
2018-09-01,Recursos Humanos,19,10,5.14,5.65,4.6,5.2
2021-01-01,Finanzas,18,7,5.59,8.92,7.93,8.1
2018-10-01,Recursos Humanos,19,5,7.19,0.12,0.54,7.4
2020-06-01,Marketing,32,14,1.52,4.54,7.21,9.2
2021-08-01,Marketing,17,6,0.47,8.62,0.85,4.2
2023-03-01,Recursos Humanos,27,9,9.4,5.14,6.51,8.5
2020-04-01,Operaciones,32,8,1.93,5.05,7.48,6.5
2023-06-01,Recursos Humanos,40,11,7.64,10.94,0.32,8.6
2020-07-01,IT,19,1,9.81,3.19,2.25,8.6
2023-02-01,IT,26,5,4.86,9.58,5.31,7.8
2022-01-01,Finanzas,29,10,1.7,0.79,5.71,6.0
2021-01-01,Recursos Humanos,40,10,3.07,10.29,6.71,9.3
2019-03-01,IT,28,10,1.06,13.39,6.82,7.4
2023-01-01,Operaciones,36,10,4.47,13.4,4.28,6.5
2019-01-01,Operaciones,19,9,9.36,1.15,8.59,4.8
2021-12-01,Operaciones,31,8,5.46,5.75,7.41,6.4
2019-05-01,Operaciones,20,12,5.6,4.28,2.19,6.9
2020-09-01,IT,22,9,4.36,8.86,0.41,9.3
2019-07-01,Recursos Humanos,27,8,6.04,10.91,9.65,4.9
2022-08-01,Recursos Humanos,20,7,7.58,4.06,9.05,5.0
2018-07-01,Marketing,15,4,1.01,7.26,8.27,6.9
2020-08-01,Finanzas,30,7,8.28,14.66,9.27,5.4
2021-10-01,Marketing,22,13,0.18,1.83,4.69,8.9
2022-01-01,Marketing,26,13,7.22,11.05,3.58,7.7
2020-08-01,Recursos Humanos,17,3,2.64,14.83,4.45,8.3
2019-01-01,Marketing,23,8,9.69,9.61,8.11,6.6
2022-02-01,Operaciones,21,1,2.09,8.12,9.7,6.3
2020-01-01,Finanzas,11,9,1.08,11.14,4.77,4.8
2021-04-01,Finanzas,18,1,6.61,9.08,3.5,9.6
2021-07-01,Finanzas,22,11,1.01,3.91,8.81,9.8
2022-11-01,Operaciones,25,10,3.86,5.75,8.58,9.4
2021-03-01,Operaciones,26,5,4.82,12.79,1.05,8.0
2021-05-01,IT,24,11,0.03,13.43,3.0,5.1
2021-07-01,Recursos Humanos,40,5,6.77,12.72,3.89,9.2
2022-10-01,Recursos Humanos,33,14,1.85,0.28,3.77,4.4
2019-08-01,Recursos Humanos,26,14,1.41,3.06,9.61,5.1
2018-06-01,Finanzas,17,10,0.42,2.96,9.16,4.0
2018-11-01,IT,20,2,0.9,6.99,7.74,8.0
2022-01-01,Finanzas,24,7,8.83,6.14,3.65,9.7
2021-04-01,Finanzas,24,5,1.02,4.11,5.08,5.4
2023-02-01,IT,28,14,1.15,13.91,1.81,8.9
2019-05-01,Operaciones,27,14,7.52,8.86,1.46,6.1
2022-01-01,Recursos Humanos,28,1,3.97,3.7,4.31,9.5
2021-08-01,Finanzas,20,1,0.35,2.51,3.93,4.2
2020-09-01,Marketing,30,9,3.99,14.03,7.76,9.0
2023-01-01,Finanzas,26,12,2.79,10.46,6.58,4.3
2018-05-01,Finanzas,26,6,8.17,14.74,2.0,9.3
2022-12-01,Marketing,26,6,4.09,2.7,4.96,4.2
2022-12-01,IT,42,5,9.56,0.72,9.34,6.2
2018-01-01,Finanzas,9,1,3.03,0.99,7.95,6.3
2018-12-01,Marketing,28,11,5.4,8.77,4.2,6.2
2023-08-01,Marketing,23,10,7.69,7.91,1.2,4.9
2019-03-01,IT,15,8,8.06,7.54,5.21,6.1
2021-10-01,Marketing,28,11,5.08,1.29,8.94,8.5
2022-09-01,Operaciones,31,8,6.37,5.54,6.52,9.5
2022-02-01,Operaciones,24,1,9.69,4.86,4.61,6.1
2023-01-01,Operaciones,23,7,5.59,14.69,9.97,7.8
2018-11-01,Finanzas,20,5,2.42,3.13,3.58,10.0
2023-12-01,Operaciones,37,1,4.55,9.13,9.95,8.0
2019-01-01,Operaciones,15,9,8.86,0.16,6.08,7.9
2018-05-01,Operaciones,30,12,3.19,7.87,9.47,4.2
2019-07-01,Finanzas,22,11,6.06,9.61,0.01,6.3
2018-12-01,Recursos Humanos,22,9,4.25,9.04,2.13,4.7
2019-10-01,Marketing,15,8,2.97,8.59,6.96,6.7
2021-11-01,Finanzas,29,8,8.01,2.09,4.62,9.4
2022-10-01,IT,36,1,5.19,13.43,2.92,8.5
2022-02-01,Finanzas,36,13,2.45,7.51,6.83,9.0
2023-12-01,Marketing,27,12,8.32,14.07,6.98,4.2
2018-08-01,Operaciones,23,10,8.63,11.81,6.7,8.3
2023-04-01,Operaciones,40,1,2.17,4.6,2.97,5.8
2023-02-01,IT,38,8,0.85,2.07,8.56,9.0
2019-07-01,Recursos Humanos,20,6,9.86,1.06,9.72,5.8
2018-03-01,Marketing,12,1,3.44,13.22,0.1,7.9
2022-03-01,Operaciones,25,6,9.96,8.78,6.9,4.6
2020-06-01,Finanzas,28,4,2.4,9.74,5.26,5.7
2018-09-01,Finanzas,17,3,2.9,5.08,0.0,9.7
2022-01-01,IT,19,3,8.21,12.4,2.66,5.3
2021-07-01,Marketing,23,6,5.89,1.31,1.34,7.6
2023-03-01,Operaciones,23,6,2.72,1.53,7.95,4.1
2023-06-01,Marketing,19,12,8.56,4.91,2.23,5.4
2021-12-01,IT,43,5,6.48,9.5,6.59,9.8
2020-11-01,Operaciones,20,9,0.71,0.95,0.86,9.9
2020-02-01,Marketing,26,9,7.64,0.58,8.58,5.0
2020-02-01,IT,22,11,1.72,5.77,0.24,8.2
2018-01-01,Finanzas,9,6,1.14,2.22,4.84,9.7
2020-01-01,Marketing,25,12,1.65,7.21,4.38,8.0
2018-09-01,Recursos Humanos,13,14,8.96,6.27,3.89,5.4
2021-10-01,Recursos Humanos,31,1,7.73,13.5,0.55,9.8
2022-11-01,Recursos Humanos,26,10,2.48,0.26,4.13,5.1
2018-06-01,Finanzas,26,7,4.11,11.21,1.07,8.2
2022-06-01,IT,34,12,0.64,11.87,8.55,9.5
2022-07-01,IT,32,9,6.29,2.76,1.79,4.2
2022-05-01,IT,28,9,1.43,6.21,7.75,6.1
2022-12-01,Marketing,35,1,9.44,1.1,6.78,5.0
2020-06-01,Marketing,29,10,9.9,7.62,4.2,4.2
2023-04-01,IT,33,13,5.62,0.58,8.15,5.4
2021-01-01,Marketing,29,14,2.94,11.18,1.4,8.8
2022-11-01,Recursos Humanos,35,4,5.27,10.59,7.28,7.5
2019-11-01,Marketing,28,4,2.68,14.7,5.19,5.7
2021-09-01,Finanzas,26,1,1.31,0.31,8.45,9.5
2020-11-01,IT,19,9,1.74,0.29,0.25,9.1
2020-10-01,IT,22,4,1.3,7.51,3.4,4.4
2019-12-01,IT,26,14,4.61,8.31,8.72,8.5
2019-05-01,IT,30,11,1.76,3.65,0.78,9.9
2018-04-01,Operaciones,17,12,5.06,5.3,5.16,9.5
2020-08-01,Marketing,9,8,3.96,13.63,7.81,7.0
2022-08-01,IT,35,13,0.35,13.51,8.5,4.8
2021-10-01,Recursos Humanos,28,11,2.49,14.81,8.4,8.6
2023-04-01,Marketing,29,14,0.37,4.22,3.28,5.2
2023-11-01,IT,27,5,9.99,11.23,9.41,5.9
2020-10-01,Operaciones,31,6,3.95,13.01,8.52,4.9
2021-05-01,Marketing,23,1,4.89,4.24,9.24,5.0
2020-05-01,Operaciones,17,9,9.04,0.32,1.21,7.3
2020-01-01,Marketing,12,4,3.75,6.46,2.47,7.0
2023-04-01,Marketing,37,2,6.86,12.2,4.68,4.7
2021-02-01,Finanzas,19,6,9.32,11.76,0.38,4.4
2021-06-01,Finanzas,33,2,9.84,9.55,7.83,7.9
2021-04-01,Marketing,21,4,8.11,12.89,3.78,8.1
2018-03-01,Operaciones,14,10,8.09,14.91,3.47,9.9
2021-05-01,Finanzas,26,3,4.51,2.01,9.51,4.3
2022-01-01,Marketing,33,10,6.06,1.4,6.61,7.9
2018-08-01,Finanzas,20,5,1.07,14.63,2.0,4.1
2022-03-01,Operaciones,22,8,5.78,7.55,6.15,10.0
2019-12-01,Marketing,14,7,7.06,8.62,4.64,9.4
2023-06-01,Recursos Humanos,21,8,8.8,1.37,9.58,7.5
2022-03-01,Marketing,23,11,2.67,5.44,2.98,4.6
2019-08-01,IT,26,5,3.36,3.99,7.23,5.6
2021-09-01,IT,33,1,8.48,1.72,0.14,7.5
2020-07-01,Recursos Humanos,34,6,7.7,12.42,6.7,9.8
2023-02-01,Finanzas,26,3,4.55,9.25,2.6,9.7
2019-12-01,IT,29,11,4.66,10.41,9.19,4.5
2022-08-01,Recursos Humanos,23,14,0.97,5.89,10.0,5.7
2020-06-01,Finanzas,35,7,5.51,12.64,3.75,5.6
2020-07-01,Operaciones,23,8,4.25,5.94,0.11,6.0
2019-09-01,Finanzas,17,12,1.77,2.45,4.23,6.7
2022-03-01,Marketing,29,3,9.33,1.41,6.64,4.5
2019-01-01,Recursos Humanos,36,11,3.62,13.81,0.1,5.3
2020-09-01,Recursos Humanos,29,9,4.37,11.28,5.8,4.5
2022-12-01,Operaciones,37,13,2.07,11.86,4.84,7.7
2019-04-01,Operaciones,22,8,2.21,3.81,7.0,7.1
2023-06-01,Operaciones,29,3,2.41,6.53,6.27,7.0
2023-04-01,Finanzas,36,13,6.01,9.44,3.15,7.3
2018-09-01,Finanzas,22,6,7.51,13.35,4.4,5.5
2021-08-01,IT,36,9,5.5,14.02,6.96,6.7
2018-11-01,Finanzas,28,1,2.25,9.98,2.92,5.5
2021-07-01,Operaciones,19,14,1.63,10.58,3.1,7.0
2020-07-01,Operaciones,21,8,0.81,8.79,9.24,9.3
2023-11-01,Recursos Humanos,25,11,0.89,13.21,3.1,5.2
2019-10-01,Finanzas,36,12,2.55,12.36,6.81,4.2
2022-01-01,Recursos Humanos,38,9,1.41,2.76,6.18,5.6
2019-05-01,Operaciones,11,14,4.28,1.39,1.3,9.7
2019-06-01,Finanzas,27,9,5.78,12.26,3.69,4.8
2022-07-01,Marketing,33,12,5.01,1.79,0.33,5.4
2018-02-01,Operaciones,21,10,5.32,14.58,5.42,6.2
2018-11-01,Finanzas,11,9,3.92,2.95,8.76,7.6
2020-08-01,Recursos Humanos,27,8,5.87,13.21,7.81,8.3
2020-12-01,Finanzas,15,6,4.16,9.09,3.96,4.3
2018-06-01,Marketing,21,2,9.56,3.96,5.61,7.2
2021-11-01,Marketing,40,3,1.86,1.7,6.54,9.7
2020-10-01,Recursos Humanos,12,13,0.92,2.54,6.34,8.2
2022-01-01,IT,29,7,3.6,12.38,9.36,9.0
2022-01-01,Operaciones,36,11,5.43,13.72,9.73,8.7
2023-10-01,Operaciones,32,5,0.67,3.01,3.11,7.8
2021-11-01,Marketing,43,6,0.21,7.71,9.39,8.3
2023-04-01,Marketing,29,11,5.6,9.92,1.36,7.8
2022-08-01,Finanzas,19,8,6.97,11.31,6.98,9.9
2018-04-01,Finanzas,17,9,2.61,0.16,1.92,6.7
2019-11-01,IT,28,10,5.72,9.88,8.33,7.3
2023-02-01,IT,21,12,8.15,14.44,1.05,9.0
2019-10-01,IT,31,4,1.48,12.17,4.28,6.1
2021-08-01,IT,17,12,7.89,5.74,7.39,7.1
2021-06-01,Finanzas,26,4,5.37,0.4,2.52,5.1
2021-11-01,Operaciones,31,3,7.17,9.85,4.82,9.9
2020-05-01,Operaciones,17,8,0.26,7.07,1.88,9.5
2020-02-01,Recursos Humanos,19,8,7.56,10.09,3.68,6.8
2022-04-01,IT,29,3,8.64,14.59,8.71,4.1
2022-12-01,Finanzas,16,3,1.25,14.11,6.27,7.0
2021-06-01,Marketing,39,11,7.33,5.05,0.32,9.7
2023-10-01,IT,18,4,6.46,12.7,0.04,6.5
2022-11-01,Finanzas,37,7,0.32,5.35,5.41,8.8
2019-06-01,Finanzas,27,10,0.72,0.41,4.63,8.7
2022-09-01,Recursos Humanos,17,3,9.76,8.72,6.85,8.1
2022-04-01,Recursos Humanos,36,8,8.48,10.22,4.13,4.3
2021-01-01,Operaciones,22,8,2.51,4.95,7.42,7.7
2021-05-01,Recursos Humanos,28,14,1.54,4.86,4.58,9.0
2018-10-01,Operaciones,22,1,8.3,3.0,7.43,6.4
2021-12-01,Marketing,24,4,4.75,13.05,4.09,9.3
2020-01-01,Marketing,26,9,1.73,1.74,5.01,4.1
2018-03-01,Operaciones,8,12,6.74,3.32,4.66,9.1
2019-02-01,Operaciones,25,9,6.58,14.94,9.54,8.1
2020-09-01,IT,24,8,4.12,8.34,5.32,9.7
2022-05-01,Operaciones,20,7,9.93,13.12,9.56,9.2
2021-05-01,Recursos Humanos,14,3,2.12,12.58,3.66,9.2
2022-02-01,IT,34,8,9.98,7.56,0.57,6.0
2019-08-01,Operaciones,42,5,7.82,13.3,3.06,5.2
2020-06-01,Finanzas,24,13,8.49,12.52,2.59,5.3
2020-06-01,Recursos Humanos,26,8,4.18,10.03,6.81,6.3
2019-02-01,Marketing,29,3,9.92,2.22,9.84,5.7
2020-08-01,Operaciones,42,10,6.75,1.67,4.25,8.0
2020-12-01,Operaciones,24,1,5.09,6.84,7.13,4.1
2023-12-01,Recursos Humanos,40,4,4.51,13.78,3.92,6.4
2019-10-01,IT,9,3,0.61,7.13,6.51,7.5
2022-04-01,Finanzas,25,4,2.27,7.07,3.51,7.1
2022-10-01,Finanzas,25,7,6.33,3.83,2.48,6.8
2019-10-01,Marketing,31,10,5.91,14.38,8.72,5.6
2018-02-01,Finanzas,23,1,0.61,1.52,3.11,4.8
2018-06-01,Recursos Humanos,17,8,4.95,13.9,5.37,8.4
2022-04-01,Operaciones,30,2,0.22,4.09,2.27,6.2
2019-05-01,Marketing,11,1,7.85,1.27,8.7,5.0
2020-04-01,Finanzas,32,14,9.64,12.44,6.37,4.1
2019-02-01,Finanzas,14,9,1.85,8.48,7.89,9.8
2020-05-01,Finanzas,20,1,5.2,8.1,2.25,8.0
2023-07-01,Recursos Humanos,38,13,4.44,3.77,2.76,8.9
2022-09-01,Operaciones,34,12,5.71,9.8,3.64,9.2
2023-09-01,Finanzas,44,3,1.28,14.85,6.46,8.6
2019-10-01,IT,22,13,5.71,8.66,6.99,8.1
2020-01-01,Finanzas,23,11,4.38,6.73,6.27,5.9
2022-12-01,IT,41,6,5.03,4.94,3.1,5.4
2023-03-01,IT,28,7,5.23,5.52,9.57,4.3
2018-11-01,Recursos Humanos,27,7,7.39,11.23,2.06,4.8
2021-08-01,IT,31,12,3.47,0.64,7.17,8.0
2018-01-01,IT,22,11,7.18,5.04,8.83,8.3
2021-05-01,IT,31,6,2.35,8.04,4.48,5.1
2021-03-01,Operaciones,20,4,3.57,7.73,6.07,4.6
2019-09-01,Operaciones,13,1,2.39,2.1,8.52,4.4
2021-11-01,IT,19,13,1.88,2.92,4.15,6.2
2022-02-01,Finanzas,34,3,2.15,3.37,2.34,5.1
2021-08-01,Finanzas,12,13,5.02,8.18,3.21,8.4
2023-05-01,Marketing,31,10,9.73,4.37,0.17,10.0
2022-09-01,Operaciones,29,7,9.41,4.92,9.75,5.8
2019-04-01,IT,22,9,10.0,2.26,9.33,8.6
2019-01-01,IT,17,12,3.86,5.26,4.25,7.9
2019-12-01,Recursos Humanos,23,8,6.94,12.48,4.52,8.8
2019-12-01,Recursos Humanos,32,11,0.36,13.69,4.78,5.5
2023-08-01,Marketing,29,7,3.1,7.46,6.76,9.5
2022-11-01,Operaciones,32,4,1.61,8.85,7.94,5.2
2020-11-01,Recursos Humanos,23,9,1.19,4.98,8.76,7.3
2020-10-01,Operaciones,36,11,3.19,1.54,5.89,7.7
2021-04-01,Finanzas,32,9,0.31,9.97,4.3,5.2
2021-08-01,Recursos Humanos,27,14,3.07,3.73,3.34,7.8
2022-06-01,IT,31,9,3.71,10.62,1.31,7.4
2018-07-01,IT,29,11,9.28,0.71,4.41,4.2
2019-09-01,Marketing,29,14,3.12,7.47,8.38,8.2
2019-11-01,Finanzas,34,8,0.41,14.44,6.19,4.0
2020-02-01,Marketing,22,1,7.22,10.47,5.72,5.4
2018-12-01,Finanzas,14,14,0.38,2.08,5.23,6.3
2018-03-01,Marketing,15,8,3.06,9.54,8.3,9.6
2020-03-01,Finanzas,30,9,8.66,14.39,9.24,4.0
2022-10-01,Recursos Humanos,19,12,5.65,10.33,8.28,4.2
2020-06-01,Finanzas,25,9,4.16,8.94,5.42,9.7
2020-08-01,Operaciones,36,9,9.26,9.73,7.85,4.7
2021-05-01,Operaciones,31,8,7.68,9.81,4.48,8.0
2019-08-01,Marketing,20,11,7.38,11.4,3.05,4.8
2020-05-01,Recursos Humanos,27,6,8.38,12.57,3.0,6.0
2018-09-01,Operaciones,20,12,3.62,12.1,5.37,7.9
2018-08-01,Operaciones,34,8,1.5,0.06,0.17,9.7
2021-01-01,IT,29,13,4.88,12.76,10.0,5.9
2018-10-01,Operaciones,18,8,3.62,5.45,0.67,4.7
2019-01-01,IT,22,11,7.04,2.93,2.68,7.7
2018-05-01,Recursos Humanos,18,13,1.11,1.31,9.76,7.9
2023-12-01,Finanzas,24,2,2.81,9.75,8.2,8.6
2019-04-01,Operaciones,12,13,6.68,5.88,7.18,5.1
2021-11-01,Marketing,39,13,4.68,4.69,5.3,7.8
2018-03-01,Marketing,29,12,4.53,10.2,8.84,9.9
2020-03-01,Finanzas,25,2,5.52,2.39,9.6,6.3
2023-11-01,Operaciones,34,11,0.29,14.04,0.05,6.6
2018-07-01,Marketing,32,6,3.45,14.75,0.96,8.0
2021-01-01,Marketing,35,8,7.04,14.73,5.0,8.7
2019-04-01,Operaciones,18,10,7.37,4.08,9.96,8.2
2023-10-01,IT,22,14,0.98,5.69,3.22,6.9
2019-11-01,IT,17,10,3.38,13.01,2.4,8.2
2021-08-01,Finanzas,26,7,2.59,12.1,3.16,9.6
2019-12-01,Marketing,15,6,8.86,9.89,4.35,4.6
2021-10-01,IT,15,4,2.49,12.23,5.06,8.3
2020-06-01,Recursos Humanos,15,12,0.66,5.34,2.22,6.5
2019-06-01,Operaciones,17,11,1.3,12.4,5.39,5.1
2018-01-01,IT,14,8,1.7,13.11,3.57,7.5
2021-05-01,IT,25,4,9.96,11.64,3.42,6.0
