ID_Empleado,Competencias_Actuales,Rol_Laboral,Puntuacion_Desempeno,Horas_Capacitacion_Ultimo_Ano,Antiguedad_Empresa,Habilidades_Requeridas,Objetivos_Futuros
2598,Principiante,Desarrollador,79.07257281419747,38,5,Técnico,Dominio de Ventas
2599,Principiante,Gerente,71.97444163044531,41,9,Resolución de Problemas,Expertise Técnico
2600,Avanzado,Especialista RRHH,80.41436548444626,41,8,Trabajo en Equipo,Dominio de Ventas
2601,Intermedio,Gerente,68.68842865078223,47,2,Comunicación,Dominio de Ventas
2602,Intermedio,Especialista RRHH,58.27560697179396,30,7,Trabajo en Equipo,Rol de Liderazgo
2603,Intermedio,Analista,48.71166814780828,21,18,Resolución de Problemas,Dominio de Ventas
2604,Intermedio,Representante de Ventas,80.08306649270192,40,10,Resolución de Problemas,Expertise Técnico
2605,Avanzado,Gerente,78.28081945768805,23,3,Comunicación,Dominio de Ventas
2606,Intermedio,Especialista RRHH,79.01985802108275,39,17,Trabajo en Equipo,Expertise Técnico
2607,Intermedio,Especialista RRHH,76.1881961724416,31,2,Técnico,Dominio de Ventas
2608,Principiante,Representante de Ventas,55.388735982859366,50,3,Trabajo en Equipo,Habilidades Transversales
2609,Principiante,Analista,68.53488548280046,32,5,Resolución de Problemas,Dominio de Ventas
2610,Intermedio,Gerente,73.9955622983806,27,13,Comunicación,Expertise Técnico
2611,Avanzado,Especialista RRHH,67.70097263858976,78,13,Liderazgo,Expertise Técnico
2612,Intermedio,Gerente,80.68973144028334,62,6,Liderazgo,Expertise Técnico
2613,Principiante,Desarrollador,73.45058352211313,21,14,Trabajo en Equipo,Rol de Liderazgo
2614,Principiante,Especialista RRHH,81.58047166340161,17,5,Resolución de Problemas,Expertise Técnico
2615,Avanzado,Analista,86.55152103737846,1,1,Trabajo en Equipo,Dominio de Ventas
2616,Principiante,Representante de Ventas,79.43691069517051,25,9,Comunicación,Habilidades Transversales
2617,Avanzado,Especialista RRHH,76.69113213755028,38,3,Técnico,Expertise Técnico
2618,Principiante,Desarrollador,61.856868778379436,16,6,Liderazgo,Rol de Liderazgo
2619,Avanzado,Representante de Ventas,75.59042617690588,15,4,Trabajo en Equipo,Dominio de Ventas
2620,Avanzado,Analista,58.96875231841516,26,2,Resolución de Problemas,Expertise Técnico
2621,Principiante,Gerente,62.93489161598375,48,16,Liderazgo,Rol de Liderazgo
2622,Intermedio,Gerente,77.89671564384024,2,6,Liderazgo,Rol de Liderazgo
2623,Principiante,Especialista RRHH,62.34357019930599,41,14,Técnico,Rol de Liderazgo
2624,Principiante,Representante de Ventas,97.68417435796786,62,10,Trabajo en Equipo,Expertise Técnico
2625,Intermedio,Desarrollador,84.13702623718055,28,4,Técnico,Expertise Técnico
2626,Intermedio,Desarrollador,75.4963646364962,1,7,Resolución de Problemas,Expertise Técnico
2627,Intermedio,Analista,47.05225355060955,13,17,Resolución de Problemas,Habilidades Transversales
2628,Intermedio,Representante de Ventas,56.02145429366915,11,5,Trabajo en Equipo,Habilidades Transversales
2629,Principiante,Representante de Ventas,97.78939870477463,23,14,Liderazgo,Dominio de Ventas
2630,Principiante,Gerente,69.52015464897187,27,16,Comunicación,Dominio de Ventas
2631,Intermedio,Analista,86.8366215940221,17,8,Técnico,Rol de Liderazgo
2632,Intermedio,Analista,69.79643315550655,5,16,Liderazgo,Habilidades Transversales
2633,Intermedio,Analista,65.0092229435845,29,6,Resolución de Problemas,Expertise Técnico
2634,Intermedio,Representante de Ventas,64.33656719241078,33,11,Resolución de Problemas,Dominio de Ventas
2635,Avanzado,Gerente,59.650630292281456,57,2,Liderazgo,Expertise Técnico
2636,Intermedio,Analista,80.67346856482197,27,1,Liderazgo,Expertise Técnico
2637,Principiante,Gerente,78.80521197879919,71,9,Resolución de Problemas,Habilidades Transversales
2638,Intermedio,Analista,69.5947949885211,74,5,Técnico,Dominio de Ventas
2639,Intermedio,Representante de Ventas,54.244508981336075,52,2,Técnico,Rol de Liderazgo
2640,Intermedio,Gerente,72.50277849652252,15,14,Liderazgo,Dominio de Ventas
2641,Intermedio,Especialista RRHH,80.6057636611665,25,13,Trabajo en Equipo,Dominio de Ventas
2642,Intermedio,Analista,97.0929613394936,64,12,Resolución de Problemas,Dominio de Ventas
2643,Principiante,Representante de Ventas,85.2471580040783,56,9,Comunicación,Habilidades Transversales
2644,Intermedio,Gerente,76.92216723937861,30,6,Resolución de Problemas,Dominio de Ventas
2645,Principiante,Desarrollador,66.54320109926039,26,4,Técnico,Rol de Liderazgo
2646,Intermedio,Representante de Ventas,87.46627811997898,48,10,Técnico,Dominio de Ventas
2647,Intermedio,Representante de Ventas,76.14582423554009,8,5,Comunicación,Expertise Técnico
2648,Intermedio,Desarrollador,76.5827175313147,25,4,Técnico,Rol de Liderazgo
2649,Intermedio,Desarrollador,86.80869059509595,5,4,Comunicación,Dominio de Ventas
2650,Principiante,Especialista RRHH,72.56498701476745,6,13,Técnico,Habilidades Transversales
2651,Avanzado,Especialista RRHH,83.9702596634338,12,16,Comunicación,Habilidades Transversales
2652,Intermedio,Especialista RRHH,62.99394698666809,48,11,Trabajo en Equipo,Habilidades Transversales
2653,Intermedio,Representante de Ventas,67.85900422519072,9,19,Resolución de Problemas,Expertise Técnico
2654,Principiante,Representante de Ventas,79.71567647643147,42,18,Técnico,Expertise Técnico
2655,Principiante,Representante de Ventas,74.40145700648145,48,1,Liderazgo,Habilidades Transversales
2656,Intermedio,Especialista RRHH,72.39856269999797,17,4,Comunicación,Expertise Técnico
2657,Intermedio,Gerente,63.11314332060156,10,9,Comunicación,Dominio de Ventas
2658,Principiante,Representante de Ventas,84.60763314490971,9,9,Comunicación,Dominio de Ventas
2659,Intermedio,Representante de Ventas,58.49413733502879,27,11,Técnico,Habilidades Transversales
2660,Intermedio,Representante de Ventas,83.7667230279329,52,5,Resolución de Problemas,Rol de Liderazgo
2661,Intermedio,Especialista RRHH,75.50947084077453,53,6,Liderazgo,Dominio de Ventas
2662,Intermedio,Analista,75.66526203442986,24,6,Comunicación,Rol de Liderazgo
2663,Avanzado,Especialista RRHH,74.5053585781714,5,8,Comunicación,Expertise Técnico
2664,Principiante,Analista,66.35432164606787,10,19,Comunicación,Expertise Técnico
2665,Intermedio,Especialista RRHH,74.64977319453665,32,1,Comunicación,Dominio de Ventas
2666,Principiante,Gerente,78.65626909379625,68,5,Liderazgo,Dominio de Ventas
2667,Intermedio,Gerente,79.12119156303014,45,19,Comunicación,Expertise Técnico
2668,Intermedio,Representante de Ventas,74.00074126337647,76,2,Liderazgo,Expertise Técnico
2669,Principiante,Especialista RRHH,73.86833520944718,54,16,Liderazgo,Rol de Liderazgo
2670,Intermedio,Analista,73.7944884160698,69,2,Comunicación,Dominio de Ventas
2671,Avanzado,Analista,72.43780905748716,50,9,Trabajo en Equipo,Habilidades Transversales
2672,Principiante,Gerente,57.352923579481725,24,18,Liderazgo,Habilidades Transversales
2673,Intermedio,Representante de Ventas,69.7951072288897,22,16,Trabajo en Equipo,Expertise Técnico
2674,Avanzado,Analista,64.61201360564291,49,7,Liderazgo,Habilidades Transversales
2675,Intermedio,Especialista RRHH,73.3799522715673,45,9,Técnico,Expertise Técnico
2676,Intermedio,Representante de Ventas,65.82606695463792,76,12,Comunicación,Habilidades Transversales
2677,Avanzado,Especialista RRHH,78.4490815873431,43,19,Técnico,Expertise Técnico
2678,Principiante,Especialista RRHH,86.88277713740068,12,1,Liderazgo,Expertise Técnico
2679,Principiante,Gerente,71.8028384245465,70,6,Técnico,Habilidades Transversales
2680,Intermedio,Especialista RRHH,77.72210655685673,47,2,Comunicación,Dominio de Ventas
2681,Intermedio,Desarrollador,70.26849190670309,16,17,Comunicación,Expertise Técnico
2682,Principiante,Representante de Ventas,73.96712753471189,72,14,Liderazgo,Habilidades Transversales
2683,Intermedio,Desarrollador,88.60769384197414,13,13,Liderazgo,Dominio de Ventas
2684,Intermedio,Especialista RRHH,59.54742084211241,29,11,Trabajo en Equipo,Rol de Liderazgo
2685,Avanzado,Especialista RRHH,68.25732521168571,29,16,Resolución de Problemas,Expertise Técnico
2686,Intermedio,Gerente,76.05614425661268,32,18,Técnico,Expertise Técnico
2687,Avanzado,Gerente,73.33034257716871,53,3,Trabajo en Equipo,Rol de Liderazgo
2688,Avanzado,Gerente,71.24890356550426,56,1,Técnico,Expertise Técnico
2689,Intermedio,Gerente,63.199402466246156,30,14,Comunicación,Rol de Liderazgo
2690,Intermedio,Analista,79.32506593913773,22,17,Liderazgo,Habilidades Transversales
2691,Intermedio,Gerente,73.99021804590787,51,3,Técnico,Rol de Liderazgo
2692,Principiante,Especialista RRHH,81.42924638239853,53,12,Resolución de Problemas,Dominio de Ventas
2693,Intermedio,Especialista RRHH,85.39084048105161,46,2,Comunicación,Habilidades Transversales
2694,Intermedio,Representante de Ventas,74.58052483515421,48,2,Comunicación,Rol de Liderazgo
2695,Intermedio,Desarrollador,88.25678103154694,55,12,Trabajo en Equipo,Dominio de Ventas
2696,Intermedio,Analista,85.45425415767757,7,5,Resolución de Problemas,Rol de Liderazgo
2697,Intermedio,Analista,70.63553556045876,21,16,Comunicación,Dominio de Ventas
2698,Intermedio,Representante de Ventas,89.6454515264957,61,5,Resolución de Problemas,Rol de Liderazgo
2699,Intermedio,Representante de Ventas,81.56066398109472,53,3,Liderazgo,Expertise Técnico
2700,Principiante,Gerente,87.78016080465375,34,6,Resolución de Problemas,Dominio de Ventas
2701,Intermedio,Representante de Ventas,56.713108360861426,14,19,Trabajo en Equipo,Expertise Técnico
2702,Avanzado,Analista,81.70387976804156,4,12,Trabajo en Equipo,Expertise Técnico
2703,Avanzado,Desarrollador,78.11638920730026,16,8,Técnico,Dominio de Ventas
2704,Principiante,Desarrollador,66.83037618837614,2,6,Liderazgo,Expertise Técnico
2705,Intermedio,Analista,60.013661096778826,18,14,Liderazgo,Habilidades Transversales
2706,Avanzado,Gerente,73.49533494854654,36,3,Resolución de Problemas,Rol de Liderazgo
2707,Principiante,Desarrollador,75.49939681936047,20,11,Trabajo en Equipo,Dominio de Ventas
2708,Principiante,Desarrollador,69.1173678232354,50,7,Trabajo en Equipo,Habilidades Transversales
2709,Principiante,Gerente,67.4983137537744,53,9,Trabajo en Equipo,Dominio de Ventas
2710,Intermedio,Desarrollador,69.50828731556473,10,11,Liderazgo,Rol de Liderazgo
2711,Intermedio,Especialista RRHH,68.26587800014485,64,13,Trabajo en Equipo,Dominio de Ventas
2712,Principiante,Analista,84.31006362498209,29,18,Técnico,Rol de Liderazgo
2713,Intermedio,Desarrollador,66.96732541051891,42,10,Comunicación,Habilidades Transversales
2714,Principiante,Desarrollador,58.54900833623696,35,2,Trabajo en Equipo,Dominio de Ventas
2715,Intermedio,Gerente,82.85764556825755,56,7,Técnico,Rol de Liderazgo
2716,Intermedio,Desarrollador,84.14179087388801,25,15,Técnico,Expertise Técnico
2717,Intermedio,Gerente,73.79648441595113,59,10,Comunicación,Expertise Técnico
2718,Principiante,Analista,63.72304449592197,21,12,Liderazgo,Habilidades Transversales
2719,Intermedio,Especialista RRHH,55.60750623189911,23,9,Trabajo en Equipo,Habilidades Transversales
2720,Intermedio,Representante de Ventas,75.34819116113039,11,19,Técnico,Habilidades Transversales
2721,Intermedio,Analista,80.126486868895,74,6,Técnico,Expertise Técnico
2722,Intermedio,Desarrollador,66.87171373412119,59,19,Comunicación,Rol de Liderazgo
2723,Intermedio,Especialista RRHH,83.0202363108971,20,1,Técnico,Habilidades Transversales
2724,Principiante,Representante de Ventas,60.68411720994985,79,2,Trabajo en Equipo,Rol de Liderazgo
2725,Principiante,Representante de Ventas,75.7149780308516,35,15,Liderazgo,Rol de Liderazgo
2726,Principiante,Desarrollador,54.66040537471264,6,11,Técnico,Habilidades Transversales
2727,Intermedio,Representante de Ventas,65.51144361133713,60,18,Liderazgo,Habilidades Transversales
2728,Intermedio,Representante de Ventas,57.478387790586225,52,1,Técnico,Expertise Técnico
2729,Intermedio,Analista,80.64115615509067,27,4,Técnico,Habilidades Transversales
2730,Intermedio,Analista,78.41073091329302,23,4,Trabajo en Equipo,Expertise Técnico
2731,Avanzado,Representante de Ventas,99.48899559436958,52,4,Liderazgo,Expertise Técnico
2732,Intermedio,Gerente,76.94260386780745,12,18,Resolución de Problemas,Rol de Liderazgo
2733,Intermedio,Desarrollador,70.70235573707102,77,1,Trabajo en Equipo,Expertise Técnico
2734,Avanzado,Gerente,64.68654813170762,71,7,Liderazgo,Rol de Liderazgo
2735,Principiante,Gerente,84.85806882490964,0,14,Liderazgo,Expertise Técnico
2736,Intermedio,Representante de Ventas,100.0,40,16,Liderazgo,Habilidades Transversales
2737,Principiante,Desarrollador,85.09001156042328,58,15,Resolución de Problemas,Dominio de Ventas
2738,Avanzado,Gerente,77.11718705099018,12,5,Trabajo en Equipo,Rol de Liderazgo
2739,Intermedio,Analista,75.69776281890623,53,13,Resolución de Problemas,Habilidades Transversales
2740,Principiante,Analista,58.68393554769675,46,5,Técnico,Rol de Liderazgo
2741,Intermedio,Desarrollador,83.79774288223388,26,18,Comunicación,Expertise Técnico
2742,Principiante,Gerente,67.81832834214052,76,5,Resolución de Problemas,Rol de Liderazgo
2743,Avanzado,Especialista RRHH,62.984133501745035,39,5,Técnico,Dominio de Ventas
2744,Intermedio,Especialista RRHH,73.12807675743359,31,6,Resolución de Problemas,Habilidades Transversales
2745,Intermedio,Desarrollador,67.20992559802285,57,14,Liderazgo,Rol de Liderazgo
2746,Intermedio,Desarrollador,65.76144313435265,75,2,Comunicación,Dominio de Ventas
2747,Avanzado,Especialista RRHH,70.1110174604007,42,15,Comunicación,Habilidades Transversales
2748,Avanzado,Gerente,56.09395694727828,51,16,Técnico,Dominio de Ventas
2749,Intermedio,Gerente,72.39507413660148,76,5,Resolución de Problemas,Rol de Liderazgo
2750,Avanzado,Representante de Ventas,77.41018145860517,79,16,Resolución de Problemas,Dominio de Ventas
2751,Principiante,Desarrollador,65.10384916368388,33,1,Resolución de Problemas,Expertise Técnico
2752,Avanzado,Gerente,88.4721593349342,5,8,Técnico,Rol de Liderazgo
2753,Intermedio,Especialista RRHH,69.27775225317477,47,1,Resolución de Problemas,Habilidades Transversales
2754,Avanzado,Especialista RRHH,64.22088195586554,17,7,Comunicación,Expertise Técnico
2755,Intermedio,Analista,83.16931216021229,38,6,Comunicación,Rol de Liderazgo
2756,Principiante,Gerente,75.64507001307442,77,8,Trabajo en Equipo,Expertise Técnico
2757,Intermedio,Representante de Ventas,88.41872122571915,6,5,Resolución de Problemas,Dominio de Ventas
2758,Principiante,Representante de Ventas,91.07380229924625,5,15,Resolución de Problemas,Habilidades Transversales
2759,Intermedio,Desarrollador,61.185487670604076,75,16,Comunicación,Expertise Técnico
2760,Intermedio,Analista,97.263226492604,52,17,Comunicación,Dominio de Ventas
2761,Principiante,Especialista RRHH,51.48438125763133,0,11,Liderazgo,Dominio de Ventas
2762,Avanzado,Especialista RRHH,62.31721920742436,28,2,Liderazgo,Habilidades Transversales
2763,Avanzado,Desarrollador,61.63252825167355,68,1,Trabajo en Equipo,Rol de Liderazgo
2764,Avanzado,Representante de Ventas,88.4860650549127,48,17,Comunicación,Habilidades Transversales
2765,Intermedio,Representante de Ventas,80.19071498487496,58,1,Trabajo en Equipo,Habilidades Transversales
2766,Intermedio,Especialista RRHH,77.76356765733628,12,2,Resolución de Problemas,Dominio de Ventas
2767,Intermedio,Desarrollador,50.90349971436854,44,17,Resolución de Problemas,Habilidades Transversales
2768,Principiante,Gerente,74.77304219391702,45,4,Comunicación,Habilidades Transversales
2769,Avanzado,Analista,99.38198112090872,22,12,Técnico,Rol de Liderazgo
2770,Avanzado,Representante de Ventas,80.15571736881601,31,10,Trabajo en Equipo,Habilidades Transversales
2771,Intermedio,Representante de Ventas,71.71854962309567,71,10,Técnico,Habilidades Transversales
2772,Avanzado,Representante de Ventas,85.81276451779765,74,15,Resolución de Problemas,Dominio de Ventas
2773,Intermedio,Gerente,76.45696403502019,12,11,Trabajo en Equipo,Rol de Liderazgo
2774,Intermedio,Gerente,70.00092480231262,52,7,Resolución de Problemas,Habilidades Transversales
2775,Avanzado,Analista,68.20699924225701,19,10,Liderazgo,Rol de Liderazgo
2776,Intermedio,Representante de Ventas,80.42301034050354,0,19,Comunicación,Rol de Liderazgo
2777,Intermedio,Especialista RRHH,72.18735119064485,56,18,Liderazgo,Dominio de Ventas
2778,Intermedio,Representante de Ventas,76.67082306018071,65,2,Trabajo en Equipo,Habilidades Transversales
2779,Intermedio,Analista,51.76283726285264,10,7,Liderazgo,Expertise Técnico
2780,Intermedio,Analista,73.90527644889299,45,14,Trabajo en Equipo,Rol de Liderazgo
2781,Intermedio,Especialista RRHH,64.3985582466777,29,11,Técnico,Dominio de Ventas
2782,Intermedio,Gerente,85.37180069459737,68,1,Comunicación,Rol de Liderazgo
2783,Intermedio,Especialista RRHH,64.409029222623,6,5,Técnico,Expertise Técnico
2784,Intermedio,Analista,67.3476848837635,23,4,Resolución de Problemas,Expertise Técnico
2785,Avanzado,Especialista RRHH,61.476726217031036,47,14,Comunicación,Habilidades Transversales
2786,Principiante,Representante de Ventas,83.28932290956732,42,3,Liderazgo,Dominio de Ventas
2787,Principiante,Analista,80.17004211242366,78,18,Trabajo en Equipo,Expertise Técnico
2788,Principiante,Gerente,64.0347887591762,35,18,Comunicación,Rol de Liderazgo
2789,Avanzado,Gerente,65.74066260424595,73,4,Resolución de Problemas,Expertise Técnico
2790,Intermedio,Especialista RRHH,82.927380985869,0,3,Técnico,Rol de Liderazgo
2791,Avanzado,Especialista RRHH,95.42924379669714,6,10,Resolución de Problemas,Dominio de Ventas
2792,Intermedio,Especialista RRHH,79.47869815778498,43,16,Liderazgo,Habilidades Transversales
2793,Intermedio,Representante de Ventas,86.48222114761921,60,3,Trabajo en Equipo,Expertise Técnico
2794,Intermedio,Gerente,72.36004061054297,25,19,Trabajo en Equipo,Dominio de Ventas
2795,Principiante,Analista,64.376199672441,29,15,Liderazgo,Dominio de Ventas
2796,Intermedio,Analista,73.32528771642222,0,5,Trabajo en Equipo,Expertise Técnico
2797,Intermedio,Gerente,85.85880454427416,62,11,Comunicación,Dominio de Ventas
2798,Principiante,Especialista RRHH,69.33763311260222,14,9,Comunicación,Habilidades Transversales
2799,Intermedio,Desarrollador,71.53578155368815,62,13,Liderazgo,Habilidades Transversales
2800,Principiante,Especialista RRHH,97.24833732246131,54,11,Liderazgo,Expertise Técnico
2801,Principiante,Gerente,92.63872516302361,56,14,Resolución de Problemas,Expertise Técnico
2802,Intermedio,Representante de Ventas,76.4327712331518,19,1,Trabajo en Equipo,Dominio de Ventas
2803,Intermedio,Especialista RRHH,86.79394183086832,21,9,Técnico,Dominio de Ventas
2804,Principiante,Analista,63.11145037101979,49,13,Liderazgo,Dominio de Ventas
2805,Intermedio,Representante de Ventas,81.6494440723366,35,2,Resolución de Problemas,Expertise Técnico
2806,Principiante,Gerente,76.06829496430026,36,4,Liderazgo,Expertise Técnico
2807,Intermedio,Desarrollador,79.21514284988167,45,16,Liderazgo,Rol de Liderazgo
2808,Intermedio,Especialista RRHH,61.55524228015138,26,10,Comunicación,Dominio de Ventas
2809,Avanzado,Representante de Ventas,59.50012602791834,18,6,Trabajo en Equipo,Expertise Técnico
2810,Avanzado,Representante de Ventas,69.39597288753343,15,9,Liderazgo,Rol de Liderazgo
2811,Principiante,Analista,61.33044982166103,53,2,Trabajo en Equipo,Habilidades Transversales
2812,Principiante,Especialista RRHH,65.5056836453951,33,1,Resolución de Problemas,Rol de Liderazgo
2813,Principiante,Desarrollador,100.0,78,12,Liderazgo,Habilidades Transversales
2814,Avanzado,Representante de Ventas,87.3158212221441,50,16,Técnico,Expertise Técnico
2815,Intermedio,Analista,78.46430253630821,35,2,Comunicación,Dominio de Ventas
2816,Principiante,Especialista RRHH,79.50165381241631,52,13,Técnico,Habilidades Transversales
2817,Principiante,Especialista RRHH,79.17008311882104,61,8,Comunicación,Dominio de Ventas
2818,Intermedio,Desarrollador,73.090703370766,30,1,Liderazgo,Dominio de Ventas
2819,Principiante,Analista,78.23566076826803,3,5,Liderazgo,Habilidades Transversales
2820,Avanzado,Desarrollador,84.46954202183224,11,10,Trabajo en Equipo,Dominio de Ventas
2821,Intermedio,Representante de Ventas,72.69247544302749,52,3,Comunicación,Dominio de Ventas
2822,Intermedio,Gerente,89.4382093314135,60,11,Resolución de Problemas,Dominio de Ventas
2823,Intermedio,Gerente,72.56607091825965,18,5,Técnico,Dominio de Ventas
2824,Principiante,Desarrollador,65.07623013768733,55,12,Resolución de Problemas,Rol de Liderazgo
2825,Intermedio,Desarrollador,77.62332238803808,8,12,Comunicación,Habilidades Transversales
2826,Intermedio,Gerente,73.07479940732364,24,13,Resolución de Problemas,Dominio de Ventas
2827,Intermedio,Representante de Ventas,72.44646239051129,53,14,Comunicación,Dominio de Ventas
2828,Intermedio,Desarrollador,83.80117921326587,46,4,Trabajo en Equipo,Expertise Técnico
2829,Avanzado,Representante de Ventas,71.36679735742597,40,3,Trabajo en Equipo,Expertise Técnico
2830,Principiante,Representante de Ventas,65.66774524201617,50,17,Resolución de Problemas,Habilidades Transversales
2831,Intermedio,Analista,71.0965415665622,49,8,Resolución de Problemas,Dominio de Ventas
2832,Intermedio,Representante de Ventas,67.60439655975841,6,16,Comunicación,Habilidades Transversales
2833,Intermedio,Especialista RRHH,67.49155782432143,26,11,Trabajo en Equipo,Expertise Técnico
2834,Principiante,Gerente,84.78666680320481,47,5,Resolución de Problemas,Expertise Técnico
2835,Intermedio,Gerente,64.776859595451,54,16,Comunicación,Expertise Técnico
2836,Principiante,Desarrollador,76.1856496471295,62,9,Comunicación,Rol de Liderazgo
2837,Principiante,Desarrollador,71.67779367691828,5,13,Resolución de Problemas,Rol de Liderazgo
2838,Intermedio,Analista,73.90038849077153,34,8,Técnico,Expertise Técnico
2839,Intermedio,Analista,54.63331644050255,31,5,Liderazgo,Expertise Técnico
2840,Avanzado,Especialista RRHH,81.4381693795478,77,9,Comunicación,Rol de Liderazgo
2841,Intermedio,Desarrollador,72.19396319333566,5,6,Trabajo en Equipo,Expertise Técnico
2842,Intermedio,Gerente,84.71504825708445,62,2,Liderazgo,Expertise Técnico
2843,Intermedio,Especialista RRHH,78.99790467468287,17,7,Comunicación,Rol de Liderazgo
2844,Intermedio,Desarrollador,75.48459512419998,30,17,Técnico,Rol de Liderazgo
2845,Principiante,Especialista RRHH,75.07406956055424,51,12,Liderazgo,Rol de Liderazgo
2846,Principiante,Representante de Ventas,97.39466744928899,15,1,Trabajo en Equipo,Expertise Técnico
2847,Principiante,Representante de Ventas,66.9691359394258,55,15,Liderazgo,Expertise Técnico
2848,Intermedio,Especialista RRHH,77.92089977018887,66,11,Resolución de Problemas,Dominio de Ventas
2849,Avanzado,Desarrollador,77.38844244611774,61,10,Comunicación,Expertise Técnico
2850,Avanzado,Representante de Ventas,58.864659861548105,51,16,Resolución de Problemas,Expertise Técnico
2851,Avanzado,Representante de Ventas,74.41125517308727,4,9,Técnico,Rol de Liderazgo
2852,Avanzado,Especialista RRHH,59.42478984311611,52,12,Liderazgo,Habilidades Transversales
2853,Intermedio,Representante de Ventas,74.32087073328597,79,15,Resolución de Problemas,Expertise Técnico
2854,Principiante,Gerente,58.7736115674708,16,16,Técnico,Expertise Técnico
2855,Intermedio,Representante de Ventas,78.81312532912132,30,1,Resolución de Problemas,Expertise Técnico
2856,Avanzado,Especialista RRHH,62.40113614904505,15,6,Trabajo en Equipo,Dominio de Ventas
2857,Intermedio,Representante de Ventas,74.88118599007193,56,13,Resolución de Problemas,Rol de Liderazgo
2858,Intermedio,Representante de Ventas,58.75523845777797,20,1,Comunicación,Dominio de Ventas
2859,Principiante,Analista,79.75586036261583,40,13,Resolución de Problemas,Dominio de Ventas
2860,Intermedio,Especialista RRHH,74.21438202136035,38,5,Resolución de Problemas,Habilidades Transversales
2861,Intermedio,Especialista RRHH,73.160257016965,36,3,Resolución de Problemas,Expertise Técnico
2862,Intermedio,Analista,76.40039279830357,40,12,Resolución de Problemas,Dominio de Ventas
2863,Avanzado,Analista,80.23762908185235,52,10,Resolución de Problemas,Dominio de Ventas
2864,Principiante,Gerente,66.40715051036537,73,9,Liderazgo,Dominio de Ventas
2865,Avanzado,Representante de Ventas,74.82979683048819,31,17,Liderazgo,Rol de Liderazgo
2866,Principiante,Desarrollador,70.33728588389707,24,6,Trabajo en Equipo,Expertise Técnico
2867,Avanzado,Desarrollador,88.02025618057483,52,14,Liderazgo,Dominio de Ventas
2868,Intermedio,Analista,70.91745128303329,63,3,Técnico,Expertise Técnico
2869,Intermedio,Especialista RRHH,66.9562389926958,32,18,Comunicación,Expertise Técnico
2870,Principiante,Especialista RRHH,59.95482062245477,37,7,Resolución de Problemas,Habilidades Transversales
2871,Intermedio,Gerente,72.3255137668257,78,9,Resolución de Problemas,Rol de Liderazgo
2872,Avanzado,Desarrollador,68.09133186154364,7,15,Resolución de Problemas,Dominio de Ventas
2873,Principiante,Especialista RRHH,78.61379565834866,0,19,Trabajo en Equipo,Dominio de Ventas
2874,Principiante,Gerente,77.22063918624629,73,16,Trabajo en Equipo,Habilidades Transversales
2875,Intermedio,Gerente,80.31128473399511,58,19,Técnico,Dominio de Ventas
2876,Principiante,Analista,62.40842034070283,34,19,Resolución de Problemas,Rol de Liderazgo
2877,Principiante,Desarrollador,47.67393184487359,15,17,Trabajo en Equipo,Dominio de Ventas
2878,Intermedio,Gerente,74.99018729072404,13,6,Resolución de Problemas,Rol de Liderazgo
2879,Principiante,Gerente,83.23184154457309,4,1,Liderazgo,Dominio de Ventas
2880,Intermedio,Gerente,71.06373934621504,79,19,Resolución de Problemas,Expertise Técnico
2881,Avanzado,Desarrollador,92.85066809464585,20,15,Técnico,Expertise Técnico
2882,Intermedio,Analista,73.76539561503242,57,3,Técnico,Habilidades Transversales
2883,Principiante,Representante de Ventas,67.64114011626167,56,17,Trabajo en Equipo,Dominio de Ventas
2884,Intermedio,Especialista RRHH,79.16443722437215,10,6,Resolución de Problemas,Dominio de Ventas
2885,Intermedio,Desarrollador,88.81026086009643,70,4,Técnico,Rol de Liderazgo
2886,Intermedio,Desarrollador,74.56888410158358,7,8,Liderazgo,Dominio de Ventas
2887,Intermedio,Desarrollador,82.5368065562389,13,4,Trabajo en Equipo,Habilidades Transversales
2888,Avanzado,Representante de Ventas,70.77295514686784,48,2,Liderazgo,Dominio de Ventas
2889,Intermedio,Especialista RRHH,70.9989669715324,32,10,Técnico,Expertise Técnico
2890,Principiante,Especialista RRHH,86.18600233499347,23,12,Trabajo en Equipo,Habilidades Transversales
2891,Intermedio,Gerente,57.28560353522264,70,1,Resolución de Problemas,Expertise Técnico
2892,Intermedio,Gerente,64.50948484679162,37,12,Comunicación,Habilidades Transversales
2893,Avanzado,Analista,80.80581531122058,78,10,Resolución de Problemas,Habilidades Transversales
2894,Avanzado,Desarrollador,71.56399576441507,49,12,Resolución de Problemas,Habilidades Transversales
2895,Intermedio,Analista,77.98513357423887,63,19,Liderazgo,Habilidades Transversales
2896,Intermedio,Desarrollador,80.32944602359264,1,3,Resolución de Problemas,Rol de Liderazgo
2897,Intermedio,Especialista RRHH,61.81856407070556,38,19,Comunicación,Habilidades Transversales
2898,Intermedio,Analista,61.73637878232823,73,7,Trabajo en Equipo,Expertise Técnico
2899,Principiante,Especialista RRHH,86.52940564450121,13,1,Trabajo en Equipo,Dominio de Ventas
2900,Intermedio,Gerente,71.1386830298316,11,13,Comunicación,Rol de Liderazgo
2901,Intermedio,Especialista RRHH,68.24174704066866,77,9,Liderazgo,Rol de Liderazgo
2902,Intermedio,Representante de Ventas,78.70200279988124,50,16,Comunicación,Rol de Liderazgo
