Años_Experiencia,Edad,Nivel_Educativo,Industria,Departamento,Tasa_Rotación,Crecimiento_Empresa,Demanda_Actual_Talento,Demanda_Futura_Talento,Satisfaccion_Laboral,Genero,Salario_Anual
5.2,29.0,Secundaria,Salud,Ventas,0.198,0.045,38,46,2,Otro,25000
7.6,39.0,Universitario,Salud,Ventas,0.061,0.071,38,41,4,Femenino,57000
3.6,45.0,Secundaria,Manufactura,Desarrollo,0.114,0.055,39,44,5,Otro,25000
6.5,44.0,Secundaria,Educación,Finanzas,0.162,0.014,36,42,1,Otro,20000
4.6,25.0,Postgrado,Manufactura,Desarrollo,0.13,0.081,49,57,5,Otro,69000
4.9,45.0,Técnico,Educación,Ventas,0.102,0.06,16,18,3,Femenino,32000
5.2,32.0,Secundaria,Tecnología,Recursos Humanos,0.235,0.075,37,47,5,Otro,26000
5.5,40.0,Técnico,Tecnología,Recursos Humanos,0.236,0.021,22,27,1,Femenino,30000
4.8,28.0,Secundaria,Salud,Operaciones,0.133,0.075,9,10,1,Femenino,25000
5.4,36.0,Técnico,Finanzas,Recursos Humanos,0.129,0.047,23,26,3,Femenino,36000
8.2,38.0,Técnico,Salud,Ventas,0.111,0.082,35,40,1,Masculino,32000
7.0,23.0,Secundaria,Salud,Recursos Humanos,0.221,0.064,31,38,2,Masculino,27000
6.7,40.0,Postgrado,Finanzas,Finanzas,0.164,0.042,46,54,5,Femenino,67000
4.1,46.0,Técnico,Salud,Desarrollo,0.068,0.028,42,45,4,Masculino,34000
3.2,34.0,Técnico,Finanzas,Desarrollo,0.221,0.083,19,23,4,Femenino,31000
6.9,46.0,Secundaria,Salud,Ventas,0.157,0.06,8,9,4,Masculino,21000
6.8,33.0,Técnico,Tecnología,Operaciones,0.133,0.099,23,27,3,Masculino,34000
7.9,42.0,Técnico,Educación,Desarrollo,0.118,0.044,25,28,4,Otro,33000
3.8,18.0,Postgrado,Salud,Recursos Humanos,0.07,0.072,44,48,5,Masculino,71000
4.5,54.0,Técnico,Educación,Finanzas,0.241,0.066,5,6,1,Masculino,33000
1.7,47.0,Postgrado,Manufactura,Operaciones,0.198,0.067,24,29,2,Otro,64000
4.2,33.0,Técnico,Salud,Operaciones,0.076,0.076,26,28,4,Femenino,30000
7.0,19.0,Técnico,Tecnología,Operaciones,0.152,0.023,17,19,4,Otro,36000
4.1,37.0,Postgrado,Finanzas,Desarrollo,0.161,0.059,45,53,4,Masculino,78000
6.3,23.0,Postgrado,Tecnología,Operaciones,0.084,0.056,5,5,2,Masculino,69000
4.6,39.0,Universitario,Educación,Ventas,0.135,0.041,19,21,5,Femenino,53000
5.6,38.0,Técnico,Finanzas,Recursos Humanos,0.179,0.049,19,22,4,Masculino,39000
2.7,27.0,Postgrado,Tecnología,Finanzas,0.107,0.057,18,20,1,Otro,73000
5.2,44.0,Técnico,Tecnología,Recursos Humanos,0.116,0.039,9,10,3,Femenino,37000
0.0,41.0,Técnico,Tecnología,Ventas,0.074,0.036,10,10,2,Otro,38000
4.6,43.0,Técnico,Finanzas,Ventas,0.133,0.076,45,52,5,Masculino,37000
1.7,35.0,Secundaria,Tecnología,Recursos Humanos,0.167,0.016,35,41,1,Femenino,21000
7.4,24.0,Universitario,Tecnología,Desarrollo,0.073,0.038,30,32,2,Masculino,51000
6.6,43.0,Secundaria,Educación,Ventas,0.173,0.069,29,35,2,Masculino,23000
5.9,33.0,Universitario,Tecnología,Operaciones,0.13,0.029,43,49,3,Otro,52000
8.0,24.0,Técnico,Tecnología,Finanzas,0.186,0.062,44,53,3,Masculino,34000
3.1,46.0,Técnico,Manufactura,Finanzas,0.113,0.037,19,21,5,Otro,39000
8.5,52.0,Postgrado,Finanzas,Ventas,0.164,0.086,10,12,4,Masculino,70000
6.9,35.0,Universitario,Manufactura,Operaciones,0.173,0.041,5,5,3,Otro,51000
4.5,52.0,Universitario,Educación,Recursos Humanos,0.188,0.031,45,54,5,Otro,57000
7.3,36.0,Secundaria,Manufactura,Finanzas,0.201,0.058,11,13,2,Femenino,21000
2.8,32.0,Universitario,Salud,Operaciones,0.077,0.022,8,8,4,Femenino,58000
3.4,30.0,Técnico,Finanzas,Operaciones,0.243,0.082,5,6,1,Masculino,34000
3.8,48.0,Postgrado,Tecnología,Desarrollo,0.219,0.071,45,56,2,Masculino,79000
3.9,29.0,Secundaria,Manufactura,Ventas,0.162,0.079,6,7,5,Femenino,29000
2.9,41.0,Postgrado,Manufactura,Operaciones,0.228,0.046,38,47,1,Otro,75000
7.4,31.0,Universitario,Tecnología,Recursos Humanos,0.126,0.085,39,45,2,Otro,51000
4.5,31.0,Universitario,Tecnología,Finanzas,0.057,0.054,17,18,3,Femenino,48000
5.7,43.0,Secundaria,Educación,Desarrollo,0.195,0.019,21,25,5,Femenino,22000
3.9,32.0,Universitario,Manufactura,Recursos Humanos,0.239,0.03,14,17,1,Masculino,40000
1.4,32.0,Postgrado,Manufactura,Finanzas,0.082,0.074,7,7,3,Otro,64000
5.5,44.0,Técnico,Salud,Ventas,0.179,0.091,8,9,1,Femenino,37000
1.2,48.0,Secundaria,Salud,Recursos Humanos,0.213,0.019,29,35,4,Otro,20000
4.9,40.0,Universitario,Manufactura,Finanzas,0.231,0.088,41,52,4,Otro,40000
2.3,30.0,Postgrado,Salud,Desarrollo,0.105,0.082,47,53,5,Femenino,72000
9.0,31.0,Técnico,Manufactura,Finanzas,0.076,0.042,42,46,1,Otro,35000
6.8,36.0,Universitario,Finanzas,Operaciones,0.1,0.072,33,37,4,Masculino,54000
5.2,38.0,Secundaria,Educación,Desarrollo,0.166,0.027,5,5,2,Femenino,26000
7.5,27.0,Universitario,Salud,Recursos Humanos,0.234,0.083,34,43,2,Otro,47000
3.3,41.0,Universitario,Manufactura,Ventas,0.167,0.069,43,51,4,Femenino,42000
6.1,36.0,Universitario,Salud,Desarrollo,0.234,0.049,14,17,4,Femenino,54000
5.4,21.0,Técnico,Educación,Desarrollo,0.204,0.088,33,41,5,Otro,33000
5.5,28.0,Técnico,Finanzas,Desarrollo,0.17,0.023,48,56,5,Masculino,38000
7.5,31.0,Universitario,Tecnología,Finanzas,0.054,0.086,36,39,2,Femenino,50000
6.5,34.0,Universitario,Tecnología,Operaciones,0.117,0.012,48,53,3,Otro,53000
5.6,50.0,Secundaria,Salud,Ventas,0.061,0.078,5,5,1,Femenino,28000
1.7,37.0,Universitario,Manufactura,Ventas,0.114,0.062,45,51,3,Femenino,51000
3.1,28.0,Postgrado,Educación,Operaciones,0.062,0.073,21,23,5,Otro,64000
4.8,37.0,Postgrado,Finanzas,Finanzas,0.084,0.047,16,17,3,Masculino,65000
5.2,32.0,Secundaria,Finanzas,Finanzas,0.132,0.088,6,7,5,Otro,22000
2.7,38.0,Técnico,Finanzas,Operaciones,0.153,0.038,13,15,3,Femenino,34000
9.8,40.0,Universitario,Tecnología,Operaciones,0.093,0.035,16,17,2,Masculino,40000
8.0,45.0,Secundaria,Educación,Recursos Humanos,0.197,0.037,29,35,5,Masculino,28000
6.2,35.0,Técnico,Tecnología,Finanzas,0.168,0.08,40,48,2,Masculino,39000
5.1,48.0,Secundaria,Salud,Desarrollo,0.188,0.055,48,58,3,Masculino,29000
4.6,42.0,Técnico,Finanzas,Ventas,0.197,0.058,39,47,4,Femenino,36000
3.1,29.0,Universitario,Educación,Finanzas,0.195,0.085,26,32,4,Otro,56000
5.2,53.0,Secundaria,Finanzas,Operaciones,0.237,0.085,37,47,1,Otro,23000
5.5,38.0,Universitario,Tecnología,Desarrollo,0.097,0.025,25,27,4,Masculino,57000
2.5,28.0,Secundaria,Tecnología,Recursos Humanos,0.104,0.059,44,49,1,Masculino,22000
5.7,48.0,Técnico,Tecnología,Recursos Humanos,0.069,0.021,26,28,3,Otro,33000
4.7,52.0,Secundaria,Finanzas,Desarrollo,0.169,0.088,32,38,1,Masculino,21000
1.2,35.0,Postgrado,Educación,Desarrollo,0.129,0.085,8,9,1,Otro,60000
3.3,31.0,Postgrado,Educación,Operaciones,0.149,0.086,30,35,1,Otro,79000
4.2,34.0,Secundaria,Salud,Operaciones,0.084,0.073,27,30,2,Masculino,28000
8.8,41.0,Postgrado,Finanzas,Ventas,0.18,0.052,27,32,1,Otro,70000
6.1,45.0,Universitario,Salud,Ventas,0.174,0.046,45,53,5,Otro,58000
2.3,40.0,Postgrado,Salud,Recursos Humanos,0.103,0.046,12,13,3,Otro,60000
6.0,36.0,Postgrado,Salud,Desarrollo,0.143,0.016,36,41,2,Masculino,60000
1.9,47.0,Universitario,Salud,Recursos Humanos,0.229,0.095,43,54,5,Femenino,42000
7.2,32.0,Universitario,Tecnología,Operaciones,0.205,0.051,48,59,3,Femenino,53000
4.1,43.0,Técnico,Salud,Finanzas,0.095,0.094,5,5,2,Femenino,37000
4.8,33.0,Universitario,Educación,Operaciones,0.226,0.089,34,43,3,Femenino,54000
7.7,38.0,Secundaria,Salud,Finanzas,0.063,0.085,32,35,4,Femenino,23000
2.4,34.0,Postgrado,Tecnología,Desarrollo,0.133,0.063,21,24,3,Masculino,70000
2.2,35.0,Técnico,Manufactura,Desarrollo,0.066,0.019,27,29,4,Masculino,37000
3.8,32.0,Universitario,Manufactura,Desarrollo,0.235,0.039,42,52,4,Femenino,46000
7.1,46.0,Postgrado,Manufactura,Ventas,0.058,0.064,28,30,3,Femenino,61000
2.0,29.0,Secundaria,Finanzas,Ventas,0.08,0.011,26,28,4,Otro,27000
0.0,29.0,Secundaria,Educación,Finanzas,0.233,0.014,9,11,2,Otro,28000
4.1,52.0,Técnico,Tecnología,Recursos Humanos,0.166,0.071,29,34,4,Otro,39000
6.1,43.0,Secundaria,Manufactura,Recursos Humanos,0.209,0.09,11,13,1,Femenino,25000
7.4,18.0,Postgrado,Tecnología,Finanzas,0.053,0.087,26,28,2,Femenino,78000
4.1,30.0,Universitario,Tecnología,Ventas,0.134,0.025,48,55,2,Masculino,48000
4.2,21.0,Secundaria,Finanzas,Operaciones,0.247,0.092,41,53,2,Otro,27000
7.3,27.0,Universitario,Manufactura,Finanzas,0.166,0.073,38,45,1,Otro,47000
1.3,18.0,Postgrado,Salud,Recursos Humanos,0.22,0.074,40,50,1,Masculino,70000
4.2,34.0,Postgrado,Tecnología,Finanzas,0.243,0.037,44,55,1,Masculino,66000
5.4,26.0,Universitario,Manufactura,Finanzas,0.187,0.074,24,29,1,Masculino,41000
5.9,35.0,Postgrado,Tecnología,Desarrollo,0.116,0.074,41,47,1,Otro,64000
4.0,22.0,Técnico,Finanzas,Ventas,0.112,0.064,21,24,5,Masculino,31000
5.1,36.0,Secundaria,Finanzas,Desarrollo,0.064,0.042,8,8,5,Femenino,29000
0.0,32.0,Técnico,Salud,Ventas,0.136,0.083,22,25,1,Femenino,30000
3.7,47.0,Técnico,Finanzas,Finanzas,0.233,0.094,32,40,2,Femenino,34000
5.9,46.0,Técnico,Manufactura,Ventas,0.146,0.088,20,23,4,Masculino,35000
3.0,41.0,Universitario,Finanzas,Recursos Humanos,0.232,0.032,47,58,4,Otro,52000
5.1,32.0,Universitario,Salud,Desarrollo,0.213,0.05,12,14,5,Otro,46000
5.9,51.0,Postgrado,Educación,Finanzas,0.247,0.041,48,60,1,Masculino,70000
4.3,23.0,Universitario,Tecnología,Recursos Humanos,0.24,0.074,22,28,3,Masculino,57000
5.3,24.0,Postgrado,Tecnología,Ventas,0.191,0.085,33,40,4,Otro,65000
3.1,34.0,Universitario,Manufactura,Ventas,0.224,0.029,44,54,4,Femenino,51000
4.6,53.0,Postgrado,Salud,Recursos Humanos,0.2,0.095,20,24,2,Femenino,62000
6.2,33.0,Secundaria,Salud,Ventas,0.191,0.071,34,41,4,Otro,22000
5.3,34.0,Postgrado,Salud,Desarrollo,0.193,0.03,38,45,5,Masculino,70000
3.8,23.0,Secundaria,Tecnología,Operaciones,0.194,0.043,34,41,1,Femenino,26000
5.4,43.0,Postgrado,Finanzas,Ventas,0.126,0.019,25,28,1,Femenino,61000
6.4,43.0,Universitario,Tecnología,Finanzas,0.135,0.064,26,30,4,Femenino,42000
0.9,41.0,Universitario,Tecnología,Ventas,0.109,0.025,29,32,3,Masculino,56000
7.3,30.0,Secundaria,Tecnología,Finanzas,0.08,0.072,26,29,5,Masculino,24000
4.3,29.0,Técnico,Finanzas,Ventas,0.142,0.076,32,37,4,Femenino,31000
5.9,25.0,Técnico,Educación,Ventas,0.23,0.053,43,54,5,Masculino,34000
7.4,36.0,Postgrado,Manufactura,Finanzas,0.18,0.018,37,44,3,Otro,72000
2.3,26.0,Universitario,Educación,Desarrollo,0.061,0.065,6,6,5,Masculino,46000
3.6,26.0,Técnico,Educación,Operaciones,0.212,0.043,8,9,5,Otro,34000
4.4,32.0,Universitario,Tecnología,Operaciones,0.237,0.095,20,25,5,Femenino,50000
3.4,31.0,Universitario,Educación,Desarrollo,0.216,0.056,16,19,1,Femenino,44000
8.5,31.0,Universitario,Tecnología,Ventas,0.196,0.017,21,25,3,Otro,57000
3.3,39.0,Postgrado,Tecnología,Operaciones,0.08,0.067,40,44,1,Femenino,65000
3.9,36.0,Secundaria,Manufactura,Desarrollo,0.12,0.08,20,23,2,Femenino,22000
5.4,33.0,Postgrado,Salud,Desarrollo,0.163,0.024,43,50,4,Femenino,65000
2.6,36.0,Técnico,Tecnología,Operaciones,0.065,0.05,27,29,1,Masculino,32000
4.2,27.0,Secundaria,Educación,Finanzas,0.071,0.077,12,13,5,Masculino,21000
5.6,36.0,Técnico,Manufactura,Recursos Humanos,0.237,0.012,13,16,2,Otro,37000
4.3,36.0,Secundaria,Educación,Finanzas,0.191,0.013,18,21,3,Otro,23000
4.8,23.0,Secundaria,Salud,Ventas,0.105,0.071,13,14,3,Masculino,24000
3.9,43.0,Postgrado,Finanzas,Finanzas,0.115,0.075,30,34,1,Femenino,68000
2.0,28.0,Universitario,Salud,Recursos Humanos,0.127,0.086,40,46,5,Masculino,43000
5.6,36.0,Universitario,Manufactura,Recursos Humanos,0.065,0.046,7,7,5,Femenino,40000
8.5,44.0,Secundaria,Salud,Desarrollo,0.198,0.045,14,17,3,Otro,25000
5.0,42.0,Postgrado,Salud,Ventas,0.085,0.06,29,32,5,Otro,70000
5.5,35.0,Técnico,Manufactura,Desarrollo,0.211,0.078,8,10,4,Otro,34000
6.4,32.0,Técnico,Manufactura,Finanzas,0.219,0.068,34,42,1,Masculino,39000
2.5,43.0,Universitario,Educación,Finanzas,0.178,0.039,15,17,1,Masculino,42000
8.4,40.0,Universitario,Tecnología,Operaciones,0.204,0.041,23,28,5,Femenino,54000
5.4,30.0,Técnico,Finanzas,Desarrollo,0.084,0.079,17,19,3,Otro,34000
8.3,29.0,Técnico,Finanzas,Desarrollo,0.165,0.058,40,47,4,Femenino,37000
3.5,18.0,Postgrado,Finanzas,Desarrollo,0.185,0.019,7,8,4,Femenino,76000
8.6,36.0,Técnico,Salud,Desarrollo,0.182,0.024,18,21,4,Masculino,33000
6.6,34.0,Postgrado,Manufactura,Recursos Humanos,0.073,0.087,14,15,2,Masculino,78000
6.1,44.0,Universitario,Manufactura,Operaciones,0.119,0.1,42,49,5,Femenino,43000
5.5,38.0,Técnico,Manufactura,Ventas,0.115,0.04,44,49,4,Femenino,31000
4.5,46.0,Universitario,Tecnología,Ventas,0.165,0.045,31,36,5,Femenino,41000
7.4,29.0,Secundaria,Manufactura,Ventas,0.203,0.024,28,34,3,Masculino,21000
5.3,44.0,Secundaria,Manufactura,Recursos Humanos,0.164,0.031,20,23,3,Femenino,22000
1.1,31.0,Secundaria,Salud,Operaciones,0.201,0.048,14,17,3,Masculino,28000
2.8,41.0,Técnico,Educación,Operaciones,0.07,0.036,31,33,2,Otro,34000
4.6,23.0,Universitario,Finanzas,Recursos Humanos,0.226,0.073,11,13,3,Otro,59000
5.6,37.0,Técnico,Salud,Desarrollo,0.157,0.058,32,37,5,Femenino,33000
4.9,19.0,Universitario,Salud,Finanzas,0.057,0.084,30,32,1,Masculino,42000
7.4,33.0,Postgrado,Salud,Desarrollo,0.179,0.075,22,26,1,Otro,68000
1.1,39.0,Técnico,Finanzas,Ventas,0.153,0.022,17,19,5,Masculino,39000
5.3,31.0,Secundaria,Salud,Desarrollo,0.094,0.021,12,13,1,Masculino,20000
1.4,27.0,Postgrado,Educación,Recursos Humanos,0.203,0.091,31,38,4,Otro,79000
6.5,42.0,Universitario,Manufactura,Ventas,0.237,0.084,18,23,1,Femenino,47000
4.8,34.0,Técnico,Educación,Finanzas,0.115,0.052,45,51,2,Femenino,36000
5.8,31.0,Universitario,Manufactura,Ventas,0.149,0.022,48,55,3,Otro,58000
3.3,35.0,Universitario,Manufactura,Desarrollo,0.076,0.091,10,11,1,Masculino,44000
7.6,56.0,Técnico,Salud,Operaciones,0.236,0.031,24,30,1,Femenino,33000
7.1,44.0,Técnico,Salud,Operaciones,0.114,0.013,32,35,2,Masculino,33000
6.2,44.0,Universitario,Finanzas,Operaciones,0.089,0.093,27,30,2,Otro,54000
4.7,38.0,Universitario,Tecnología,Ventas,0.146,0.083,16,18,1,Femenino,47000
6.2,36.0,Postgrado,Educación,Operaciones,0.059,0.072,28,30,4,Femenino,72000
3.6,18.0,Secundaria,Finanzas,Recursos Humanos,0.101,0.013,48,53,1,Femenino,23000
6.7,30.0,Universitario,Finanzas,Finanzas,0.064,0.058,26,28,4,Otro,51000
8.3,31.0,Secundaria,Educación,Operaciones,0.075,0.069,30,33,3,Otro,21000
7.1,20.0,Postgrado,Educación,Recursos Humanos,0.072,0.078,26,28,5,Otro,60000
3.5,26.0,Secundaria,Manufactura,Recursos Humanos,0.224,0.052,11,13,3,Masculino,29000
5.7,19.0,Secundaria,Tecnología,Ventas,0.236,0.096,19,24,1,Masculino,23000
2.4,35.0,Postgrado,Salud,Ventas,0.145,0.032,34,39,1,Masculino,67000
6.1,42.0,Universitario,Tecnología,Finanzas,0.176,0.016,8,9,4,Femenino,55000
5.9,44.0,Secundaria,Tecnología,Finanzas,0.189,0.04,10,12,2,Femenino,24000
1.3,38.0,Universitario,Salud,Desarrollo,0.128,0.07,6,6,4,Femenino,41000
2.7,27.0,Universitario,Tecnología,Finanzas,0.124,0.076,35,40,2,Otro,54000
4.4,20.0,Técnico,Finanzas,Ventas,0.185,0.076,28,34,2,Otro,33000
4.4,21.0,Universitario,Finanzas,Recursos Humanos,0.125,0.02,39,44,2,Femenino,43000
2.6,25.0,Universitario,Salud,Desarrollo,0.166,0.09,35,42,2,Otro,49000
5.8,28.0,Secundaria,Salud,Finanzas,0.153,0.035,29,33,1,Masculino,24000
5.5,34.0,Universitario,Educación,Recursos Humanos,0.155,0.029,12,14,5,Masculino,57000
4.6,27.0,Universitario,Educación,Ventas,0.216,0.065,16,19,5,Otro,46000
3.5,38.0,Técnico,Tecnología,Operaciones,0.191,0.029,6,7,3,Masculino,34000
7.1,33.0,Técnico,Tecnología,Desarrollo,0.242,0.056,19,24,3,Masculino,33000
8.3,35.0,Secundaria,Salud,Recursos Humanos,0.208,0.047,44,54,3,Masculino,27000
4.0,44.0,Secundaria,Tecnología,Ventas,0.079,0.031,36,39,4,Femenino,21000
3.8,26.0,Técnico,Manufactura,Ventas,0.198,0.036,15,18,3,Otro,30000
6.0,38.0,Técnico,Finanzas,Desarrollo,0.183,0.048,21,25,3,Otro,35000
4.3,35.0,Postgrado,Tecnología,Desarrollo,0.179,0.041,25,29,3,Femenino,60000
4.7,32.0,Universitario,Tecnología,Finanzas,0.146,0.044,26,30,1,Masculino,42000
6.5,42.0,Secundaria,Educación,Finanzas,0.062,0.076,37,40,3,Femenino,28000
1.2,42.0,Secundaria,Manufactura,Desarrollo,0.24,0.025,33,41,5,Masculino,24000
7.6,27.0,Universitario,Tecnología,Desarrollo,0.22,0.066,19,23,1,Femenino,45000
5.1,34.0,Universitario,Finanzas,Recursos Humanos,0.147,0.071,25,29,2,Masculino,52000
4.2,37.0,Secundaria,Tecnología,Finanzas,0.082,0.082,6,6,4,Femenino,26000
4.8,33.0,Técnico,Salud,Ventas,0.215,0.086,46,57,1,Femenino,32000
4.9,40.0,Técnico,Manufactura,Finanzas,0.136,0.024,42,48,1,Masculino,36000
1.5,37.0,Universitario,Tecnología,Finanzas,0.128,0.022,7,7,5,Masculino,42000
8.0,50.0,Secundaria,Manufactura,Desarrollo,0.183,0.065,29,35,3,Otro,25000
5.1,23.0,Universitario,Tecnología,Desarrollo,0.202,0.078,17,21,2,Otro,44000
5.9,34.0,Técnico,Finanzas,Finanzas,0.063,0.035,28,30,5,Femenino,35000
6.9,28.0,Postgrado,Finanzas,Operaciones,0.204,0.057,35,43,5,Femenino,79000
3.0,40.0,Postgrado,Manufactura,Operaciones,0.197,0.08,19,23,1,Otro,77000
5.9,22.0,Técnico,Educación,Finanzas,0.168,0.079,10,12,2,Otro,36000
4.5,38.0,Universitario,Educación,Operaciones,0.118,0.069,45,51,5,Masculino,59000
6.7,30.0,Postgrado,Salud,Finanzas,0.083,0.017,14,15,4,Otro,71000
0.7,29.0,Técnico,Educación,Desarrollo,0.071,0.015,13,14,4,Femenino,31000
4.8,23.0,Secundaria,Manufactura,Desarrollo,0.05,0.045,45,48,5,Otro,21000
3.8,31.0,Universitario,Educación,Desarrollo,0.091,0.012,45,49,1,Otro,47000
5.9,44.0,Universitario,Salud,Ventas,0.132,0.091,9,10,4,Otro,40000
5.9,35.0,Postgrado,Tecnología,Desarrollo,0.099,0.012,49,54,1,Otro,73000
3.6,40.0,Universitario,Educación,Desarrollo,0.112,0.013,48,53,3,Femenino,49000
3.6,48.0,Postgrado,Manufactura,Finanzas,0.128,0.025,45,51,3,Otro,72000
4.8,37.0,Postgrado,Manufactura,Operaciones,0.112,0.066,23,26,1,Otro,69000
3.2,31.0,Técnico,Salud,Operaciones,0.195,0.059,24,29,5,Femenino,37000
6.7,39.0,Postgrado,Salud,Desarrollo,0.148,0.069,37,43,3,Otro,60000
4.3,31.0,Secundaria,Finanzas,Desarrollo,0.054,0.09,47,51,3,Femenino,24000
0.0,31.0,Universitario,Finanzas,Desarrollo,0.095,0.051,41,45,4,Otro,55000
4.3,23.0,Postgrado,Finanzas,Finanzas,0.192,0.014,35,41,5,Otro,65000
2.9,42.0,Universitario,Tecnología,Finanzas,0.11,0.079,43,49,1,Otro,43000
1.7,32.0,Postgrado,Manufactura,Finanzas,0.234,0.083,17,21,3,Masculino,69000
2.5,36.0,Técnico,Finanzas,Operaciones,0.193,0.014,42,50,5,Otro,39000
5.2,27.0,Secundaria,Manufactura,Ventas,0.108,0.032,49,55,3,Femenino,21000
7.7,38.0,Universitario,Salud,Operaciones,0.153,0.079,10,11,4,Masculino,48000
5.6,29.0,Técnico,Tecnología,Finanzas,0.183,0.044,12,14,5,Otro,31000
3.8,34.0,Universitario,Salud,Recursos Humanos,0.089,0.053,47,52,2,Femenino,44000
5.9,42.0,Técnico,Manufactura,Ventas,0.099,0.084,14,15,4,Otro,30000
4.1,41.0,Secundaria,Finanzas,Desarrollo,0.151,0.019,45,52,1,Femenino,22000
3.6,35.0,Postgrado,Salud,Operaciones,0.235,0.071,8,10,5,Otro,71000
2.7,21.0,Técnico,Educación,Ventas,0.119,0.029,18,20,3,Femenino,34000
1.5,59.0,Universitario,Tecnología,Recursos Humanos,0.13,0.016,8,9,5,Femenino,51000
4.2,49.0,Universitario,Manufactura,Ventas,0.088,0.07,28,31,1,Masculino,59000
5.3,41.0,Técnico,Finanzas,Operaciones,0.169,0.021,25,29,5,Masculino,34000
4.8,29.0,Secundaria,Salud,Finanzas,0.198,0.077,14,17,3,Femenino,23000
4.2,34.0,Secundaria,Tecnología,Desarrollo,0.138,0.028,29,33,4,Femenino,21000
3.1,31.0,Postgrado,Finanzas,Finanzas,0.2,0.014,10,12,4,Masculino,73000
6.2,45.0,Postgrado,Salud,Finanzas,0.111,0.019,20,22,3,Femenino,76000
2.4,37.0,Universitario,Manufactura,Operaciones,0.191,0.086,48,59,2,Otro,54000
6.6,29.0,Universitario,Educación,Finanzas,0.102,0.043,32,35,2,Otro,56000
3.0,31.0,Postgrado,Educación,Finanzas,0.206,0.037,40,48,4,Femenino,61000
3.5,44.0,Postgrado,Manufactura,Operaciones,0.216,0.054,37,45,1,Femenino,67000
2.1,48.0,Postgrado,Tecnología,Operaciones,0.21,0.067,34,42,5,Masculino,69000
4.0,47.0,Técnico,Manufactura,Recursos Humanos,0.093,0.013,40,43,3,Masculino,32000
7.0,41.0,Postgrado,Salud,Finanzas,0.189,0.091,29,35,1,Femenino,70000
6.0,33.0,Técnico,Tecnología,Ventas,0.158,0.096,17,20,5,Otro,38000
7.0,18.0,Técnico,Educación,Desarrollo,0.247,0.048,43,54,4,Masculino,35000
6.0,37.0,Postgrado,Salud,Desarrollo,0.122,0.047,19,21,3,Otro,70000
2.8,35.0,Secundaria,Finanzas,Operaciones,0.204,0.089,42,52,1,Otro,22000
4.3,36.0,Secundaria,Finanzas,Operaciones,0.124,0.049,34,39,5,Otro,29000
3.4,35.0,Universitario,Finanzas,Recursos Humanos,0.129,0.087,18,21,4,Otro,46000
7.7,24.0,Postgrado,Educación,Finanzas,0.072,0.013,8,8,4,Masculino,66000
2.6,39.0,Universitario,Manufactura,Operaciones,0.098,0.054,5,5,5,Femenino,43000
6.8,40.0,Postgrado,Tecnología,Operaciones,0.083,0.096,7,7,2,Femenino,65000
6.8,40.0,Universitario,Educación,Desarrollo,0.082,0.033,49,53,2,Masculino,58000
8.7,43.0,Técnico,Salud,Finanzas,0.052,0.034,40,42,5,Otro,33000
4.2,40.0,Postgrado,Salud,Recursos Humanos,0.209,0.067,8,9,5,Femenino,78000
6.4,32.0,Secundaria,Finanzas,Operaciones,0.144,0.093,47,55,5,Femenino,22000
9.6,34.0,Postgrado,Tecnología,Operaciones,0.211,0.028,18,22,4,Femenino,76000
3.8,36.0,Universitario,Finanzas,Operaciones,0.173,0.093,29,35,3,Otro,58000
1.9,36.0,Universitario,Salud,Desarrollo,0.216,0.07,43,53,4,Femenino,51000
1.2,43.0,Universitario,Salud,Operaciones,0.151,0.099,7,8,4,Masculino,56000
6.4,40.0,Universitario,Manufactura,Operaciones,0.069,0.076,11,12,2,Femenino,54000
1.2,52.0,Universitario,Manufactura,Desarrollo,0.173,0.07,12,14,5,Femenino,48000
4.3,53.0,Universitario,Manufactura,Operaciones,0.186,0.083,48,58,4,Masculino,59000
5.9,36.0,Secundaria,Finanzas,Finanzas,0.175,0.026,11,13,4,Otro,28000
5.4,18.0,Universitario,Tecnología,Finanzas,0.21,0.095,29,36,5,Femenino,55000
5.9,45.0,Secundaria,Manufactura,Desarrollo,0.196,0.025,21,25,3,Otro,21000
5.4,31.0,Postgrado,Educación,Finanzas,0.137,0.012,30,34,2,Otro,77000
7.6,29.0,Técnico,Manufactura,Recursos Humanos,0.214,0.073,8,10,1,Otro,33000
3.1,32.0,Secundaria,Finanzas,Operaciones,0.188,0.027,22,26,4,Femenino,23000
3.6,31.0,Postgrado,Tecnología,Recursos Humanos,0.074,0.078,8,8,3,Femenino,60000
3.5,40.0,Técnico,Manufactura,Finanzas,0.158,0.082,21,25,1,Masculino,34000
6.7,23.0,Secundaria,Tecnología,Desarrollo,0.196,0.031,21,25,5,Otro,29000
6.8,26.0,Secundaria,Educación,Desarrollo,0.161,0.018,49,57,1,Masculino,21000
5.9,38.0,Postgrado,Salud,Recursos Humanos,0.24,0.055,29,36,5,Femenino,69000
7.4,40.0,Universitario,Tecnología,Finanzas,0.07,0.09,7,7,3,Femenino,55000
2.6,40.0,Secundaria,Manufactura,Operaciones,0.194,0.086,16,19,1,Masculino,25000
8.3,29.0,Secundaria,Finanzas,Finanzas,0.215,0.021,31,37,2,Masculino,22000
8.0,27.0,Postgrado,Finanzas,Finanzas,0.191,0.097,21,26,3,Otro,79000
